"1","557851897566214","100000242264118","Valentine's Day Special: We have released CodeTable APIv1 Beta supported by the same scalable infrastructure that powers online code checker on http://www.hackerearth.com and http://code.hackerearth.com/. Now you can develop your own websites and apps for programming contests, training etc. If you are interested in trying out the API, contact me at praveen@hackerearth.com :D","12"
"2","530291760322228","100000242264118","best day of my life. got a new football to play with :D:D","16"
"3","518301078187963","100000242264118","I am a Microsoft Hire :)","25"
"4","488542294497175","100000242264118","#copied\
“A SQL query walks into a bar. He approaches two tables and says: Mind if I join you?”","11"
"5","413213962030009","100000242264118","go to google.co.in and type \"zerg rush\" (without quotes) in the search bar. See to your surprise eggs destroying the search results..","2"
"6","402826679735404","100000242264118","http://www.theverge.com/2012/4/12/2943145/sony-smartwatch-release-date-price-usa","0"
"7","388964554454950","100000242264118","RedHat becomes the first billion dollar Open Source company :)","10"
"8","309372659080807","100000242264118","#sharing a friend's status#\
\
Vidya Balan's Role In Dirty Picture Is Like\
.\
.\
.\
.\
... .\
.\
.\
.\
.\
.\
Doordarshan Becoming FTV...!!! ;-)","3"
"9","301788709839202","100000242264118","#meme: All your base are belong to us","0"
"10","292055824145824","100000242264118","'World's Ugliest Dog'. Americans are crazy.","0"
"11","288242427860497","100000242264118",":)","2"
"12","281258655225541","100000242264118","Steve Jobs has passed away :(","0"
"13","247349835283090","100000242264118","A next generation nursery rhyme:\
Johny johny\
yes papa !\
using facebook ?\
yo paa !\
...posting comments ?\
lol papa\
getting likes ?\
wow papa\
r u in a relationship?\
HA HA HA :P:D","8"
"14","233797903304950","100000242264118","Google+ is Facebook+Hangouts!!","1"
"15","232392840112123","100000242264118","Don't even think of watching Jackass..","1"
"16","232042356813838","100000242264118","wrote 640 lines of code today!!!:)","7"
"17","210339198984154","100000242264118","this summer.....Google Summer (of Code)!!!!!!!! 8-)","23"
"18","204603606224380","100000242264118","INDIAAA INDIA","6"
"19","202283043123103","100000242264118","Khan to MEK Hussey, OUT, Zaheer does it again. It's again that mystery bare-knuckle slower ball. It's the latest invention from the Zaheer labs. Instead of getting fore-finger and middle-finger behind the seam, he gets the middle finger alone behind the ball and pushes it with the knuckle. Hence, there is a subtle change in pace, that the batsman can't read out of the hand unless he has binoculars. Hussey doesn't.","0"
"20","131515326914559","100000242264118","Scroll to the bottom of your Facebook page where it says in little blue letters, \"English (UK)\" or whatever you selected. Click on it. When the language box pops up, click on the arrow next to \"English\" and select \"English (Pirate).\" When you've stopped laughing, paste this as your status...!! Do Try.. HAHAHAHAHAHA :P :P","2"
"21","189633951056214","100000242264118","Friendship isn't about whom you've known the longest. It's about who came, and never left your side.","7"
"22","194579877223576","100000242264118","2011 proving to be an unfruitful, demotivating and discouraging year :(","1"
"23","126940334024097","100000242264118","Here is an update from my friend Dheeraj:\
Me:\
 \"mere paas twitter hai, FB hai, orkut hai, gtalk hai, yahoo hai tere \
paas kya hai?\"\
My frn:\"mere paas kaam hai\"","6"
"24","119162354781640","100000242264118","things never go in my favor  :'(","0"
"25","120682051286856","100000242264118","everyone is going home :( :) :)","0"
"26","112781285425946","100000242264118","sometimes things never go one's way no matter how much u strive to make them so...:(","0"
"27","114720961885463","100000242264118","I hurt someone badly today...:(","0"
"28","335487388441","100000242264118","Leo Tolstoy War and Peace http://www.easy-share.com/f/1326045700/Tolstoy Stephen The Nature of Space and Time The Begining of Time Does God play Dice http://www.easy-share.com/f/1326045705/Stephen_hawking Adolf Hitler Mein Kamph http://www.easy-share.com/f/1326045702/Adolf_Hitler Dan Brown The Da Vinci Code Angels and Demons Digital Fortress Illuminati http://www.easy-share.com/f/1326045701/Dan_Brown","0"
"29","243099099029","100000242264118","excited about the 36 km cycle race on sunday!! :)","0"
"30","396903475712","100000242264118","Wish all my friends a glorious 2010!!  I too would say \" Make no promises this year...just relax\"...","0"
"31","168961651406","100000242264118","Happy Diwali to all !!!!!!","0"
"32","527276200656165","100001213682484","Frank Lampard....200 Goals for Chelsea...","3"
"33","521758981207887","100001213682484","Can anybody guess what Mourinho said to SAF in ears after the red card...\
\
#My guess would be: \"A Taste of your own Medicine...\"","3"
"34","521514454565673","100001213682484","Real Madrid Vs Manchester United...!!!\
\
Hala Madrid...","4"
"35","518184008232051","100001213682484","Barcelona 0-3 Real Madrid (75 mins)...\
@pawan Kakarla...what say...","3"
"36","475496645834121","100001213682484","Placed @ Schlumberger...!!!","25"
"37","473834582666994","100001213682484","England were the better side on the surface but a week ago India were celebrating an easy win. You don't become great or terrible overnight....\
\
-Harsha Bhogle (Twitter)","7"
"38","471899242860528","100001213682484","Rafa Benitez...New CFC manager...\
\
#Last thing Roman can do to make Torres score...","0"
"39","471714972878955","100001213682484","Adios RDM...Mixed emotions...","1"
"40","465506240166495","100001213682484","Earth Sciences Department professors to Apoorv Sharma: \"Why Always You?\"\
\
#Appy...:P:)","9"
"41","461729077210878","100001213682484","A sincere request to ManU fans...atleast have some guts and don't post the status that u won at our home...\
\
#Roman you should buy referees from now on...","11"
"42","460305950686524","100001213682484","\"Everything can look like a failure in the middle\" - Kanter","6"
"43","453423064708146","100001213682484","El Classico........Messi 2-2 Ronaldo...!!!","8"
"44","450606481656471","100001213682484","You simply cannot Bench Virender Sehwag and Wayne Rooney in a crunch match...!!!\
\
#Things learned from weekend.","8"
"45","441034065947046","100001213682484","\"Life is not a Race. Bhagoge nahi, to kuchle nahi Jaoge\"\
\
by Ankit Kuchhal","5"
"46","436026429781143","100001213682484","2 Matches 5 Assists...Hazard...","3"
"47","432352470148539","100001213682484","from 0-3 down to win 6-3 in last round...thats was something special...#Sushil Kumar","8"
"48","430647366985716","100001213682484","How in the world can the MoM and the Player of the series be TWO different people for a ONE match series?....Irfan Pathan and Virat Kohli...","6"
"49","427279823989137","100001213682484","Its Time to wake up from the dream...Tschüs Deutschland...Lebewohl...\
\
#Mixed Emotions","6"
